Year,Year2,Year3,State,Total Rev
12/1/19,2019-00-01,1/1/19,Oklahoma,0.064721748
12/1/19,2019-00-01,1/1/19,Oregon,0.248399885
12/1/19,2019-00-01,1/1/19,Pennsylvania,0.492369381
12/1/19,2019-00-01,1/1/19,Rhode Island,0.298803368
12/1/19,2019-00-01,1/1/19,South Carolina,0.17506637
12/1/19,2019-00-01,1/1/19,South Dakota,0.176911371
12/1/19,2019-00-01,1/1/19,Tennessee,0.177944016
12/1/19,2019-00-01,1/1/19,Texas,0.140487979
12/1/19,2019-00-01,1/1/19,Utah,0.15134701
12/1/19,2019-00-01,1/1/19,Vermont,0.434916445
12/1/19,2019-00-01,1/1/19,Virginia,0.143820661
12/1/19,2019-00-01,1/1/19,Washington,0.487563084
12/1/19,2019-00-01,1/1/19,West Virginia,0.086800649
12/1/19,2019-00-01,1/1/19,Wisconsin,0.051250331
12/1/19,2019-00-01,1/1/19,Wyoming,0.30551842
12/1/20,2020-00-01,1/1/20,United States,0.24986955
12/1/20,2020-00-01,1/1/20,Alabama,0.150863692
12/1/20,2020-00-01,1/1/20,Alaska,0.322668445
12/1/20,2020-00-01,1/1/20,Arizona,0.04225212
12/1/20,2020-00-01,1/1/20,Arkansas,0.173316332
12/1/20,2020-00-01,1/1/20,California,0.357903964
12/1/20,2020-00-01,1/1/20,Colorado,0.280425849
12/1/20,2020-00-01,1/1/20,Connecticut,0.449799998
12/1/20,2020-00-01,1/1/20,Delaware,0.344819516
12/1/20,2020-00-01,1/1/20,District of Columbia,0.29970708
12/1/20,2020-00-01,1/1/20,Florida,0.076529753
12/1/20,2020-00-01,1/1/20,Georgia,0.062694627
12/1/20,2020-00-01,1/1/20,Hawaii,0.268630392
12/1/20,2020-00-01,1/1/20,Idaho,0.029884259
12/1/20,2020-00-01,1/1/20,Illinois,0.547295504
12/1/20,2020-00-01,1/1/20,Indiana,0.019251931
12/1/20,2020-00-01,1/1/20,Iowa,0.190903642
12/1/20,2020-00-01,1/1/20,Kansas,0.24506744
12/1/20,2020-00-01,1/1/20,Kentucky,0.247338972
12/1/20,2020-00-01,1/1/20,Louisiana,0.320989598
12/1/20,2020-00-01,1/1/20,Maine,0.300562564
12/1/20,2020-00-01,1/1/20,Maryland,0.314544396
12/1/20,2020-00-01,1/1/20,Massachusetts,0.261322729
12/1/20,2020-00-01,1/1/20,Michigan,0.099849326
12/1/20,2020-00-01,1/1/20,Minnesota,0.24894706
12/1/20,2020-00-01,1/1/20,Mississippi,0.213537584
12/1/20,2020-00-01,1/1/20,Missouri,0.059866118
12/1/20,2020-00-01,1/1/20,Montana,0.246047317
12/1/20,2020-00-01,1/1/20,Nebraska,0.173234157
12/1/20,2020-00-01,1/1/20,Nevada,0.122574166
12/1/20,2020-00-01,1/1/20,New Hampshire,0.555833233
12/1/20,2020-00-01,1/1/20,New Jersey,0.265835908
12/1/20,2020-00-01,1/1/20,New Mexico,0.258564052
12/1/20,2020-00-01,1/1/20,New York,0.701854936
12/1/20,2020-00-01,1/1/20,North Carolina,-0.001416264
12/1/20,2020-00-01,1/1/20,North Dakota,0.512457784
12/1/20,2020-00-01,1/1/20,Ohio,0.146816795
12/1/20,2020-00-01,1/1/20,Oklahoma,0.080455866
12/1/20,2020-00-01,1/1/20,Oregon,0.275133775
12/1/20,2020-00-01,1/1/20,Pennsylvania,0.491154245
12/1/20,2020-00-01,1/1/20,Rhode Island,0.305651994
12/1/20,2020-00-01,1/1/20,South Carolina,0.18991712
12/1/20,2020-00-01,1/1/20,South Dakota,0.178324675
12/1/20,2020-00-01,1/1/20,Tennessee,0.183886808
12/1/20,2020-00-01,1/1/20,Texas,0.163259011
12/1/20,2020-00-01,1/1/20,Utah,0.165046119
12/1/20,2020-00-01,1/1/20,Vermont,0.485103068
12/1/20,2020-00-01,1/1/20,Virginia,0.15410841
12/1/20,2020-00-01,1/1/20,Washington,0.501824097
12/1/20,2020-00-01,1/1/20,West Virginia,0.146770896
12/1/20,2020-00-01,1/1/20,Wisconsin,0.065617528
12/1/20,2020-00-01,1/1/20,Wyoming,0.300771427
12/1/02,2002-00-01,1/1/02,min,0
12/1/03,2003-00-01,1/1/03,min,-0.137918068
12/1/04,2004-00-02,1/1/04,min,-0.043488918
12/1/05,2005-00-02,1/1/05,min,-0.030647462
12/1/06,2006-00-03,1/1/06,min,-0.02913967
12/1/07,2007-00-03,1/1/07,min,-0.054151247
12/1/08,2008-00-04,1/1/08,min,-0.02640998
12/1/09,2009-00-04,1/1/09,min,-0.098004197
12/1/10,2010-00-05,1/1/10,min,-0.012383478
12/1/11,2011-00-05,1/1/11,min,-0.038617084
12/1/12,2012-00-06,1/1/12,min,-0.120408664
12/1/13,2013-00-06,1/1/13,min,-0.134896266
12/1/14,2014-00-07,1/1/14,min,-0.148157971
12/1/15,2015-00-07,1/1/15,min,-0.097257175
12/1/16,2016-00-08,1/1/16,min,-0.080796981
12/1/17,2017-00-08,1/1/17,min,-0.059314226
12/1/18,2018-00-09,1/1/18,min,-0.04808036
12/1/19,2019-00-09,1/1/19,min,-0.008110701
12/1/20,2020-00-10,1/1/20,min,-0.001416264
12/1/02,2002-00-01,1/1/02,max,0
12/1/03,2003-00-01,1/1/03,max,-0.137918068
12/1/04,2004-00-02,1/1/04,max,-0.043488918
12/1/05,2005-00-02,1/1/05,max,-0.030647462
12/1/06,2006-00-03,1/1/06,max,-0.02913967
12/1/07,2007-00-03,1/1/07,max,-0.054151247
12/1/08,2008-00-04,1/1/08,max,-0.02640998
12/1/09,2009-00-04,1/1/09,max,-0.098004197
12/1/10,2010-00-05,1/1/10,max,-0.012383478
12/1/11,2011-00-05,1/1/11,max,-0.038617084
12/1/12,2012-00-06,1/1/12,max,-0.120408664
12/1/13,2013-00-06,1/1/13,max,-0.134896266
12/1/14,2014-00-07,1/1/14,max,-0.148157971
12/1/15,2015-00-07,1/1/15,max,-0.097257175
12/1/16,2016-00-08,1/1/16,max,-0.080796981
12/1/17,2017-00-08,1/1/17,max,-0.059314226
12/1/18,2018-00-09,1/1/18,max,-0.04808036
12/1/19,2019-00-09,1/1/19,max,-0.008110701
12/1/20,2020-00-10,1/1/20,max,-0.001416264
